Time,Real-time price,Real-time load,local generation,Real-time tie-line power,wind output,Photovoltaic output,Hydro/pumped-storage output,nuclear output,Total Self-Owned Generation,2m air temperature,2m dew-point temperature,Sea-level pressure,surface pressure,Total precipitation,rainfall,snowfall,2m relative humidity,apparent temperature,10m gust speed,10m wind direction,10m wind speed,100m wind speed
2025/1/8 09:00,-80,72831.664,8878.56,21488.455,15136.54,8973.63,-2299.516,11.556,4550.821,-2.19,-9.99,1027.8,992.27,0,0,0,55.14,-7.52,7.5,336.99,3.97,6.7
2025/1/8 10:00,-79.49,70379.664,8803.656,20390.585,15133.63,9502.38,-2283.904,10.872,4497.263,-0.79,-14.19,1028.6,993.22,0,0,0,35.51,-7.46,11.3,350.85,5.98,8.33
2025/1/8 11:00,-73.51,63373.027,8805.083,18721.383,11268.93,9269.94,-2252.115,11.252,4481.456,-0.19,-15.24,1028.8,993.49,0,0,0,31.18,-7.2,12.7,349.38,6.51,8.89
2025/1/8 12:00,-69.67,63222.08,8861.049,18312.492,10245.76,8903.35,-2209.259,11.252,4515.009,-0.09,-15.49,1028.3,993.02,0,0,0,30.32,-7.08,12.8,342.41,6.45,8.75
2025/1/8 13:00,-76.01,66706.36,8832.014,18412.851,11073.09,8164.44,-1663.69,10.758,4537.52,-0.14,-16.94,1027.8,992.53,0,0,0,26.97,-7.37,13.3,340.09,6.75,9.19
2025/1/8 14:00,-80,70455.04,8945.904,18564.06,13856.82,6687,-283.002,10.644,4645.387,-0.44,-15.89,1027.6,992.3,0,0,0,30.09,-7.69,13.4,338.28,6.89,9.42
2025/1/8 15:00,240.04,75243.84,9144.139,19327.663,15048.72,3211,301.18,11.67,4755.971,-1.19,-15.84,1028.1,992.68,0,0,0,31.92,-8.44,13.3,337.89,6.91,9.6
2025/1/8 16:00,364.21,81173.89,9138.866,22134.866,13552.87,126.01,1445.939,11.784,4743.503,-2.39,-16.09,1028.7,993.11,0,0,0,34.15,-9.37,13.1,340.71,6.36,9.12
2025/1/8 17:00,372.79,83227.336,9201.874,23616.885,11630.14,23.98,2050.146,11.86,4752.885,-3.89,-16.34,1029.2,993.4,0,0,0,37.39,-10.12,11.8,339.72,4.9,8.24
2025/1/8 18:00,384.99,80898.055,9191.497,24169.966,10237.21,9.5,1660.998,11.29,4748.823,-4.89,-16.44,1030.2,994.23,0,0,0,39.98,-11.01,9.1,338.09,4.69,8.14
2025/1/8 19:00,391.33,79488.18,9123.761,24183.59,9587.51,-11.92,1528.696,10.53,4747.378,-5.49,-17.34,1031.1,995.02,0,0,0,38.8,-11.8,9.4,336.27,4.97,8.45
2025/1/8 20:00,384.43,77319.79,9098.493,23476.204,8882.19,-11.74,1813.145,11.024,4735.222,-5.84,-18.19,1031.9,995.75,0,0,0,37.09,-11.93,9.3,337.72,4.48,7.83
2025/1/8 21:00,388.39,74122.99,9060.788,23049.335,8758.6,-11.72,-1.494,10.986,4729.474,-5.79,-17.24,1032.8,996.62,0,0,0,40.03,-11.33,7.9,335.62,3.51,6.64
2025/1/8 22:00,387.84,68887.625,9053.735,19407.608,9662.27,-11.85,-1.479,11.024,4753.86,-6.19,-17.59,1032.9,996.67,0,0,0,40.07,-11.16,6.7,324.32,2.4,5.58
2025/1/8 23:00,356.49,65357.12,9038.878,18037.789,10650.32,-11.68,-1.493,10.682,4759.857,-6.29,-18.24,1032.7,996.46,0,0,0,38.22,-11.22,4.8,311.42,2.27,5.81
2025/1/9 00:00,297.37,63860.223,9036.337,16968.46,11660.11,-11.73,-1.58,10.606,4690.989,-5.49,-20.64,1032.6,996.47,0,0,0,29.28,-11.5,7.6,318.42,4.14,7.79
2025/1/9 01:00,232.04,62833.594,8993.282,17210.686,13033.45,-11.14,-586.772,11.138,4704.207,-5.24,-21.34,1032.5,996.41,0,0,0,27.03,-11.74,9.3,319.83,5.04,8.86
2025/1/9 02:00,158.02,63046.09,8953.176,16671.004,13162.93,-11.31,-1163.375,10.72,4711.72,-5.54,-20.54,1032.9,996.75,0,0,0,29.64,-12.17,9.9,323.77,5.33,9.1
2025/1/9 03:00,255.35,62741.492,8919.197,16762.413,13208.16,-11.79,-1157.593,10.53,4706.56,-5.99,-19.54,1033.3,997.08,0,0,0,33.44,-12.48,9.9,325.69,5.15,8.81
2025/1/9 04:00,299.45,63855.715,8922.601,16489.583,13501.3,-11.55,-764.576,10.986,4697.277,-6.14,-19.04,1033.6,997.35,0,0,0,35.3,-12.56,9.6,326.31,5.05,8.66
2025/1/9 05:00,245.97,67364.836,8893.59,20640.961,13076.59,-11.83,-1.574,11.024,4723.61,-6.29,-18.99,1033.4,997.14,0,0,0,35.86,-12.7,9.5,326.78,5.02,8.56
2025/1/9 06:00,226.4,72332.82,8965.305,21969.424,12970.14,-11.78,480.045,10.834,4728.741,-6.39,-19.14,1033.8,997.51,0,0,0,35.67,-12.66,9.4,325.3,4.74,8.24
